АВС/ DEF;От;До;Емкость;Оператор;Регион;ИНН
989;1100000;1119999;20000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;1120000;1199999;80000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;1200000;1299999;100000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;1300000;1399999;100000;ПАО "Мобильные ТелеСистемы";Республика Северная Осетия - Алания;7740000076
989;1400000;1459999;60000;ПАО "Мобильные ТелеСистемы";Республика Адыгея;7740000076
989;1460000;1499999;40000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;1500000;1589999;90000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;1590000;1599999;10000;ПАО "Мобильные ТелеСистемы";Карачаево-Черкесская Республика;7740000076
989;1600000;1699999;100000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;1700000;1799999;100000;ПАО "Мобильные ТелеСистемы";Чеченская Республика;7740000076
989;1800000;1939999;140000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;1940000;1949999;10000;ПАО "Мобильные ТелеСистемы";Чеченская Республика;7740000076
989;1950000;2009999;60000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;2010000;2099999;90000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;2100000;2999999;900000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;3000000;3009999;10000;ООО "Сбербанк-Телеком";г. Москва * Московская область;7736264044
989;3300000;3339999;40000;ПАО "Мобильные ТелеСистемы";Ставропольский край;7740000076
989;3340000;3549999;210000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
989;3550000;3559999;10000;ПАО "Мобильные ТелеСистемы";Ставропольский край;7740000076
989;3560000;3619999;60000;ПАО "Мобильные ТелеСистемы";г. Санкт-Петербург и Ленинградская область;7740000076
989;3620000;3629999;10000;ПАО "Мобильные ТелеСистемы";Ставропольский край;7740000076
989;3630000;3649999;20000;ОАО "МТТ";г. Москва * Московская область;7705017253
989;3650000;3699999;50000;ПАО "Мобильные ТелеСистемы";Республика Адыгея;7740000076
989;3999000;3999999;1000;ОАО "МТТ";г. Москва * Московская область;7705017253
989;4000000;4009999;10000;ОАО "МТТ";г. Санкт-Петербург * Ленинградская область;7705017253
989;4200000;4359999;160000;ПАО "Мобильные ТелеСистемы";Ростовская обл.;7740000076
989;4360000;4369999;10000;АО "МТТ";Москва и Московская область;7705017253
989;4400000;4999999;600000;ПАО "Мобильные ТелеСистемы";Республика Дагестан;7740000076
989;5000000;5599999;600000;ПАО "Мобильные ТелеСистемы";Ростовская обл.;7740000076
989;5600000;5689999;90000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;5690000;5699999;10000;ПАО "Мобильные ТелеСистемы";Астраханская обл.;7740000076
989;5700000;5709999;10000;ПАО "Мобильные ТелеСистемы";Волгоградская обл.;7740000076
989;5710000;5759999;50000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;5760000;5769999;10000;ПАО "Мобильные ТелеСистемы";Волгоградская обл.;7740000076
989;5770000;5999999;230000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;6000000;6009999;10000;ПАО "Мобильные ТелеСистемы";Волгоградская обл.;7740000076
989;6010000;6089999;80000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;6090000;6099999;10000;ПАО "Мобильные ТелеСистемы";Волгоградская обл.;7740000076
989;6100000;6399999;300000;ПАО "Мобильные ТелеСистемы";Ростовская обл.;7740000076
989;6400000;6499999;100000;ПАО "Мобильные ТелеСистемы";Кабардино-Балкарская Республика;7740000076
989;6500000;6799999;300000;ПАО "Мобильные ТелеСистемы";Республика Дагестан;7740000076
989;6800000;6869999;70000;ПАО "Мобильные ТелеСистемы";Астраханская обл.;7740000076
989;6870000;6899999;30000;ОАО "МТТ";г. Москва * Московская область;7705017253
989;6900000;6949999;50000;ПАО "Мобильные ТелеСистемы";Карачаево-Черкесская Республика;7740000076
989;6950000;6999999;50000;ПАО "Мобильные ТелеСистемы";Кабардино-Балкарская Республика;7740000076
989;7000000;7299999;300000;ПАО "Мобильные ТелеСистемы";Ростовская обл.;7740000076
989;7300000;7399999;100000;ПАО "Мобильные ТелеСистемы";Республика Калмыкия;7740000076
989;7400000;7499999;100000;ПАО "Мобильные ТелеСистемы";Республика Северная Осетия - Алания;7740000076
989;7500000;7799999;300000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;7800000;7899999;100000;ПАО "Мобильные ТелеСистемы";Карачаево-Черкесская Республика;7740000076
989;7900000;7999999;100000;ПАО "Мобильные ТелеСистемы";Астраханская обл.;7740000076
989;8000000;8399999;400000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;8400000;8479999;80000;ПАО "Мобильные ТелеСистемы";Москва и Московская область;7740000076
989;8480000;8599999;120000;ПАО "Мобильные ТелеСистемы";Краснодарский край;7740000076
989;8600000;8999999;400000;ПАО "Мобильные ТелеСистемы";Республика Дагестан;7740000076
989;9000000;9499999;500000;ПАО "Мобильные ТелеСистемы";Чеченская Республика;7740000076
989;9500000;9599999;100000;ПАО "Мобильные ТелеСистемы";Республика Башкортостан;7740000076
989;9600000;9699999;100000;ПАО "Мобильные ТелеСистемы";Астраханская обл.;7740000076
989;9700000;9999999;300000;ПАО "Мобильные ТелеСистемы";Ставропольский край;7740000076
991;0000000;0169999;170000;ООО "Т2 Мобайл";г. Санкт-Петербург и Ленинградская область;7743895280
991;0170000;0170999;1000;ООО "Т2 Мобайл";Республика Карелия;7743895280
991;0171000;0171999;1000;ООО "Т2 Мобайл";Новгородская обл.;7743895280
991;0172000;0179999;8000;ОАО "МТТ";Омская обл.;7705017253
991;0180000;0189999;10000;ОАО "МТТ";Свердловская обл.;7705017253
991;0190000;0519999;330000;ПАО "Ростелеком";г. Санкт-Петербург * Ленинградская область;7707049388
991;0520000;0547999;28000;ПАО "Ростелеком";Архангельская область * Ненецкий автономный округ;7707049388
991;0548000;0560999;13000;ПАО "Ростелеком";Вологодская обл.;7707049388
991;0561000;0577999;17000;ПАО "Ростелеком";Калининградская обл.;7707049388
991;0578000;0589999;12000;ПАО "Ростелеком";Республика Карелия;7707049388
991;0590000;0616999;27000;ПАО "Ростелеком";Мурманская обл.;7707049388
991;0617000;0644999;28000;ПАО "Ростелеком";Республика Коми;7707049388
991;0645000;0657999;13000;ПАО "Ростелеком";Псковская обл.;7707049388
991;0658000;0671999;14000;ПАО "Ростелеком";Новгородская обл.;7707049388
991;0672000;0705999;34000;ПАО "Ростелеком";Приморский край;7707049388
991;0706000;0721999;16000;ПАО "Ростелеком";Сахалинская обл.;7707049388
991;0722000;0730999;9000;ПАО "Ростелеком";Камчатский край;7707049388
991;0731000;0732499;1500;ПАО "Ростелеком";Еврейская автономная обл.;7707049388
991;0732500;0740199;7700;ПАО "Ростелеком";Магаданская обл.;7707049388
991;0740200;0806099;65900;ПАО "Ростелеком";Краснодарский край;7707049388
991;0806100;0843499;37400;ПАО "Ростелеком";Волгоградская обл.;7707049388
991;0843500;0906999;63500;ПАО "Ростелеком";Ростовская обл.;7707049388
991;0907000;0929999;23000;ПАО "Ростелеком";Республика Адыгея;7707049388
991;0930000;0937999;8000;ПАО "Ростелеком";Ярославская обл.;7707049388
991;0938000;0945999;8000;ПАО "Ростелеком";Ивановская обл.;7707049388
991;0946000;0950999;5000;ПАО "Ростелеком";Смоленская обл.;7707049388
991;0951000;0960999;10000;ПАО "Ростелеком";Орловская обл.;7707049388
991;0961000;0968999;8000;ПАО "Ростелеком";Липецкая обл.;7707049388
991;0969000;0976999;8000;ПАО "Ростелеком";Владимирская обл.;7707049388
991;0977000;0979999;3000;ПАО "Ростелеком";Брянская обл.;7707049388
991;0980000;1099999;120000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;1100000;1104999;5000;ООО "Скартел";Республика Мордовия;7701725181
991;1105000;1109999;5000;ООО "Скартел";Кабардино-Балкарская Республика;7701725181
991;1110000;1124999;15000;ООО "Скартел";Ставропольский край;7701725181
991;1125000;1128999;4000;ООО "Скартел";Мурманская обл.;7701725181
991;1129000;1134999;6000;ООО "Скартел";Тверская обл.;7701725181
991;1135000;1136999;2000;ООО "Скартел";Республика Ингушетия;7701725181
991;1137000;1142999;6000;ООО "Скартел";Архангельская область и Ненецкий автономный округ;7701725181
991;1143000;1146999;4000;ООО "Скартел";Калининградская обл.;7701725181
991;1147000;1150999;4000;ООО "Скартел";Республика Бурятия;7701725181
991;1151000;1154999;4000;ООО "Скартел";Ульяновская обл.;7701725181
991;1155000;1157999;3000;ООО "Скартел";Чувашская Республика;7701725181
991;1158000;1163999;6000;ООО "Скартел";Кемеровская обл.;7701725181
991;1164000;1167999;4000;ООО "Скартел";Рязанская обл.;7701725181
991;1168000;1170999;3000;ООО "Скартел";Амурская обл.;7701725181
991;1171000;1176999;6000;ООО "Скартел";Астраханская обл.;7701725181
991;1177000;1178999;2000;ООО "Скартел";Карачаево-Черкесская Республика;7701725181
991;1179000;1181999;3000;ООО "Скартел";Томская обл.;7701725181
991;1182000;1184999;3000;ООО "Скартел";Ивановская обл.;7701725181
991;1185000;1186999;2000;ООО "Скартел";Чеченская Республика;7701725181
991;1187000;1193999;7000;ООО "Скартел";Иркутская обл.;7701725181
991;1194000;1195999;2000;ООО "Скартел";Республика Башкортостан;7701725181
991;1196000;1199999;4000;ООО "Скартел";Хабаровский край;7701725181
991;1200000;1899999;700000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
991;1900000;1901999;2000;ПАО "Ростелеком";Республика Адыгея;7707049388
991;1902000;1906999;5000;ПАО "Ростелеком";Республика Татарстан;7707049388
991;1907000;1909999;3000;ПАО "Ростелеком";Кировская обл.;7707049388
991;1910000;1928999;19000;ПАО "Ростелеком";Нижегородская обл.;7707049388
991;1929000;1938999;10000;ПАО "Ростелеком";Оренбургская обл.;7707049388
991;1939000;1940999;2000;ПАО "Ростелеком";Пензенская обл.;7707049388
991;1941000;1953999;13000;ПАО "Ростелеком";Самарская обл.;7707049388
991;1954000;1964999;11000;ПАО "Ростелеком";Саратовская обл.;7707049388
991;1965000;1970999;6000;ПАО "Ростелеком";Ульяновская обл.;7707049388
991;1971000;1971999;1000;ПАО "Ростелеком";Республика Марий Эл;7707049388
991;1972000;1972999;1000;ПАО "Ростелеком";Республика Мордовия;7707049388
991;1973000;1979999;7000;ПАО "Ростелеком";Удмуртская Республика;7707049388
991;1980000;1983999;4000;ПАО "Ростелеком";Чувашская Республика;7707049388
991;1984000;1999999;16000;ПАО "Ростелеком";Свердловская обл.;7707049388
991;2000000;2009999;10000;ОАО "МТТ";Челябинская обл.;7705017253
991;2010000;2019999;10000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;2020000;2039999;20000;ПАО "Ростелеком";Ярославская обл.;7707049388
991;2040000;2059999;20000;ПАО "Ростелеком";Ивановская обл.;7707049388
991;2060000;2099999;40000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;2100000;2129999;30000;ПАО "Ростелеком";Белгородская обл.;7707049388
991;2130000;2144999;15000;ПАО "Ростелеком";Брянская обл.;7707049388
991;2145000;2154999;10000;ПАО "Ростелеком";Калужская обл.;7707049388
991;2155000;2169999;15000;ПАО "Ростелеком";Костромская обл.;7707049388
991;2170000;2204999;35000;ПАО "Ростелеком";Липецкая обл.;7707049388
991;2205000;2219999;15000;ПАО "Ростелеком";Орловская обл.;7707049388
991;2220000;2229999;10000;ООО "Интернод";г. Москва и Московская область;7733808377
991;2230000;2999999;770000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
991;3000000;3149999;150000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;3150000;3169999;20000;ПАО "Ростелеком";Белгородская обл.;7707049388
991;3170000;3183499;13500;ПАО "Ростелеком";Брянская обл.;7707049388
991;3183500;3213499;30000;ПАО "Ростелеком";Владимирская обл.;7707049388
991;3213500;3277499;64000;ПАО "Ростелеком";Воронежская обл.;7707049388
991;3277500;3292999;15500;ПАО "Ростелеком";Калужская обл.;7707049388
991;3293000;3304999;12000;ПАО "Ростелеком";Костромская обл.;7707049388
991;3305000;3322999;18000;ПАО "Ростелеком";Курская обл.;7707049388
991;3323000;3428999;106000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;3429000;3446999;18000;ПАО "Ростелеком";Липецкая обл.;7707049388
991;3447000;3456999;10000;ПАО "Ростелеком";Орловская обл.;7707049388
991;3457000;3472999;16000;ПАО "Ростелеком";Рязанская обл.;7707049388
991;3473000;3490999;18000;ПАО "Ростелеком";Смоленская обл.;7707049388
991;3491000;3515999;25000;ПАО "Ростелеком";Тамбовская обл.;7707049388
991;3516000;3532999;17000;ПАО "Ростелеком";Тверская обл.;7707049388
991;3533000;3553999;21000;ПАО "Ростелеком";Тульская обл.;7707049388
991;3554000;3608999;55000;ПАО "Ростелеком";Краснодарский край;7707049388
991;3609000;3635999;27000;ПАО "Ростелеком";Волгоградская обл.;7707049388
991;3636000;3686999;51000;ПАО "Ростелеком";Ростовская обл.;7707049388
991;3687000;3688999;2000;ПАО "Ростелеком";Республика Адыгея;7707049388
991;3689000;3697999;9000;ПАО "Ростелеком";Республика Бурятия;7707049388
991;3698000;3703499;5500;ПАО "Ростелеком";Алтайский край;7707049388
991;3703500;3718499;15000;ПАО "Ростелеком";Иркутская обл.;7707049388
991;3718500;3734999;16500;ПАО "Ростелеком";Кемеровская обл.;7707049388
991;3735000;3752999;18000;ПАО "Ростелеком";Красноярский край;7707049388
991;3753000;3754999;2000;ПАО "Ростелеком";г. Норильск|Красноярский край;7707049388
991;3755000;3756999;2000;ПАО "Ростелеком";Республика Тыва;7707049388
991;3757000;3760999;4000;ПАО "Ростелеком";Республика Хакасия;7707049388
991;3761000;3793999;33000;ПАО "Ростелеком";Новосибирская обл.;7707049388
991;3794000;3810999;17000;ПАО "Ростелеком";Омская обл.;7707049388
991;3811000;3818499;7500;ПАО "Ростелеком";Архангельская область * Ненецкий автономный округ;7707049388
991;3818500;3824999;6500;ПАО "Ростелеком";Вологодская обл.;7707049388
991;3825000;3830999;6000;ПАО "Ростелеком";Калининградская обл.;7707049388
991;3831000;3836999;6000;ПАО "Ростелеком";Республика Карелия;7707049388
991;3837000;3844499;7500;ПАО "Ростелеком";Мурманская обл.;7707049388
991;3844500;3850999;6500;ПАО "Ростелеком";Республика Коми;7707049388
991;3851000;3895999;45000;ПАО "Ростелеком";г. Санкт-Петербург * Ленинградская область;7707049388
991;3896000;3901999;6000;ПАО "Ростелеком";Псковская обл.;7707049388
991;3902000;3907999;6000;ПАО "Ростелеком";Новгородская обл.;7707049388
991;3908000;3909999;2000;ПАО "Ростелеком";Магаданская обл.;7707049388
991;3910000;3919999;10000;ПАО "Ростелеком";Томская обл.;7707049388
991;3920000;3923999;4000;ПАО "Ростелеком";Приморский край;7707049388
991;3924000;3925499;1500;ПАО "Ростелеком";Сахалинская обл.;7707049388
991;3925500;3927499;2000;ПАО "Ростелеком";Республика Татарстан;7707049388
991;3927500;3933499;6000;ПАО "Ростелеком";Кировская обл.;7707049388
991;3933500;3934999;1500;ПАО "Ростелеком";Камчатский край;7707049388
991;3935000;3947499;12500;ПАО "Ростелеком";Нижегородская обл.;7707049388
991;3947500;3953999;6500;ПАО "Ростелеком";Оренбургская обл.;7707049388
991;3954000;3959999;6000;ПАО "Ростелеком";Пензенская обл.;7707049388
991;3960000;3967499;7500;ПАО "Ростелеком";Самарская обл.;7707049388
991;3967500;3973999;6500;ПАО "Ростелеком";Саратовская обл.;7707049388
991;3974000;3978499;4500;ПАО "Ростелеком";Ульяновская обл.;7707049388
991;3978500;3980999;2500;ПАО "Ростелеком";Республика Марий Эл;7707049388
991;3981000;3985499;4500;ПАО "Ростелеком";Республика Мордовия;7707049388
991;3985500;3990999;5500;ПАО "Ростелеком";Удмуртская Республика;7707049388
991;3991000;3997999;7000;ПАО "Ростелеком";Чувашская Республика;7707049388
991;3998000;3999999;2000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;4000000;4049999;50000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;4050000;4059999;10000;ПАО "Ростелеком";Белгородская обл.;7707049388
991;4060000;4089999;30000;ПАО "Ростелеком";Воронежская обл.;7707049388
991;4090000;4099999;10000;ПАО "Ростелеком";Калужская обл.;7707049388
991;4100000;4109999;10000;ПАО "Ростелеком";Орловская обл.;7707049388
991;4110000;4119999;10000;ПАО "Ростелеком";Рязанская обл.;7707049388
991;4120000;4129999;10000;ПАО "Ростелеком";Смоленская обл.;7707049388
991;4130000;4139999;10000;ПАО "Ростелеком";Тверская обл.;7707049388
991;4140000;4149999;10000;ПАО "Ростелеком";Тульская обл.;7707049388
991;4150000;4209999;60000;ПАО "Ростелеком";Краснодарский край;7707049388
991;4210000;4229999;20000;ПАО "Ростелеком";Волгоградская обл.;7707049388
991;4230000;4239999;10000;ПАО "Ростелеком";Республика Адыгея;7707049388
991;4240000;4264999;25000;ПАО "Ростелеком";Ростовская обл.;7707049388
991;4265000;4273499;8500;ПАО "Ростелеком";Республика Бурятия;7707049388
991;4273500;4297799;24300;ПАО "Ростелеком";Алтайский край;7707049388
991;4297800;4326499;28700;ПАО "Ростелеком";Омская обл.;7707049388
991;4326500;4356999;30500;ПАО "Ростелеком";Иркутская обл.;7707049388
991;4357000;4387999;31000;ПАО "Ростелеком";Кемеровская обл.;7707049388
991;4388000;4399999;12000;ПАО "Ростелеком";Красноярский край;7707049388
991;4400000;4449999;50000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;4450000;4454999;5000;ПАО "Ростелеком";Красноярский край;7707049388
991;4455000;4457999;3000;ПАО "Ростелеком";г. Норильск|Красноярский край;7707049388
991;4458000;4460999;3000;ПАО "Ростелеком";Республика Тыва;7707049388
991;4461000;4464499;3500;ПАО "Ростелеком";Республика Хакасия;7707049388
991;4464500;4482999;18500;ПАО "Ростелеком";Новосибирская обл.;7707049388
991;4483000;4493499;10500;ПАО "Ростелеком";Томская обл.;7707049388
991;4493500;4503999;10500;ПАО "Ростелеком";Республика Татарстан;7707049388
991;4504000;4514999;11000;ПАО "Ростелеком";Кировская обл.;7707049388
991;4515000;4540999;26000;ПАО "Ростелеком";Нижегородская обл.;7707049388
991;4541000;4561299;20300;ПАО "Ростелеком";Оренбургская обл.;7707049388
991;4561300;4564999;3700;ПАО "Ростелеком";Удмуртская Республика;7707049388
991;4565000;4581499;16500;ПАО "Ростелеком";Пензенская обл.;7707049388
991;4581500;4592999;11500;ПАО "Ростелеком";Самарская обл.;7707049388
991;4593000;4613999;21000;ПАО "Ростелеком";Саратовская обл.;7707049388
991;4614000;4624999;11000;ПАО "Ростелеком";Ульяновская обл.;7707049388
991;4625000;4634999;10000;ПАО "Ростелеком";Республика Марий Эл;7707049388
991;4635000;4644999;10000;ПАО "Ростелеком";Республика Мордовия;7707049388
991;4645000;4658999;14000;ПАО "Ростелеком";Чувашская Республика;7707049388
991;4659000;4678999;20000;ПАО "Ростелеком";Курганская обл.;7707049388
991;4679000;4717499;38500;ПАО "Ростелеком";Архангельская область * Ненецкий автономный округ;7707049388
991;4717500;4754199;36700;ПАО "Ростелеком";Вологодская обл.;7707049388
991;4754200;4782899;28700;ПАО "Ростелеком";Республика Карелия;7707049388
991;4782900;4824499;41600;ПАО "Ростелеком";Республика Коми;7707049388
991;4824500;4855999;31500;ПАО "Ростелеком";Калининградская обл.;7707049388
991;4856000;4881999;26000;ПАО "Ростелеком";г. Санкт-Петербург * Ленинградская область;7707049388
991;4882000;4909499;27500;ПАО "Ростелеком";Псковская обл.;7707049388
991;4909500;4941999;32500;ПАО "Ростелеком";Новгородская обл.;7707049388
991;4942000;4944499;2500;ПАО "Ростелеком";Магаданская обл.;7707049388
991;4944500;4954999;10500;ПАО "Ростелеком";Камчатский край;7707049388
991;4955000;4984499;29500;ПАО "Ростелеком";Приморский край;7707049388
991;4984500;4987499;3000;ПАО "Ростелеком";Сахалинская обл.;7707049388
991;4987500;4989999;2500;ПАО "Ростелеком";Еврейская автономная обл.;7707049388
991;4990000;4999999;10000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;5000000;5019999;20000;ПАО "Ростелеком";Красноярский край;7707049388
991;5020000;5020999;1000;ПАО "Ростелеком";г. Норильск|Красноярский край;7707049388
991;5021000;5024999;4000;ПАО "Ростелеком";Республика Тыва;7707049388
991;5025000;5028999;4000;ПАО "Ростелеком";Республика Хакасия;7707049388
991;5029000;5061999;33000;ПАО "Ростелеком";Новосибирская обл.;7707049388
991;5062000;5081999;20000;ПАО "Ростелеком";Омская обл.;7707049388
991;5082000;5101999;20000;ПАО "Ростелеком";Томская обл.;7707049388
991;5102000;5111999;10000;ПАО "Ростелеком";Республика Татарстан;7707049388
991;5112000;5116999;5000;ПАО "Ростелеком";Нижегородская обл.;7707049388
991;5117000;5126999;10000;ПАО "Ростелеком";Самарская обл.;7707049388
991;5127000;5132999;6000;ПАО "Ростелеком";Саратовская обл.;7707049388
991;5133000;5138999;6000;ПАО "Ростелеком";Удмуртская Республика;7707049388
991;5139000;5153999;15000;ПАО "Ростелеком";Свердловская обл.;7707049388
991;5154000;5159999;6000;ПАО "Ростелеком";Ямало-Ненецкий АО;7707049388
991;5160000;5189999;30000;ПАО "Ростелеком";Курская обл.;7707049388
991;5190000;5197999;8000;ПАО "Ростелеком";Рязанская обл.;7707049388
991;5198000;5228999;31000;ПАО "Ростелеком";Смоленская обл.;7707049388
991;5229000;5253999;25000;ПАО "Ростелеком";Тамбовская обл.;7707049388
991;5254000;5263999;10000;ПАО "Ростелеком";Тверская обл.;7707049388
991;5264000;5299999;36000;ПАО "Ростелеком";Тульская обл.;7707049388
991;5300000;5326999;27000;ПАО "Ростелеком";Ивановская обл.;7707049388
991;5327000;5356999;30000;ПАО "Ростелеком";Ярославская обл.;7707049388
991;5357000;5388999;32000;ПАО "Ростелеком";Краснодарский край;7707049388
991;5389000;5408999;20000;ПАО "Ростелеком";Ростовская обл.;7707049388
991;5409000;5414999;6000;ПАО "Ростелеком";Республика Бурятия;7707049388
991;5415000;5417999;3000;ПАО "Ростелеком";Республика Алтай;7707049388
991;5418000;5432999;15000;ПАО "Ростелеком";Иркутская обл.;7707049388
991;5433000;5437999;5000;ПАО "Ростелеком";Красноярский край;7707049388
991;5438000;5439999;2000;ПАО "Ростелеком";Республика Хакасия;7707049388
991;5440000;5444999;5000;ПАО "Ростелеком";Новосибирская обл.;7707049388
991;5445000;5454999;10000;ПАО "Ростелеком";Архангельская область * Ненецкий автономный округ;7707049388
991;5455000;5460999;6000;ПАО "Ростелеком";Вологодская обл.;7707049388
991;5461000;5466999;6000;ПАО "Ростелеком";Калининградская обл.;7707049388
991;5467000;5468999;2000;ПАО "Ростелеком";Республика Карелия;7707049388
991;5469000;5477999;9000;ПАО "Ростелеком";Мурманская обл.;7707049388
991;5478000;5483999;6000;ПАО "Ростелеком";Республика Коми;7707049388
991;5484000;5523999;40000;ПАО "Ростелеком";г. Санкт-Петербург * Ленинградская область;7707049388
991;5524000;5525999;2000;ПАО "Ростелеком";Псковская обл.;7707049388
991;5526000;5529999;4000;ПАО "Ростелеком";Новгородская обл.;7707049388
991;5530000;5530999;1000;ПАО "Ростелеком";Магаданская обл.;7707049388
991;5531000;5533999;3000;ПАО "Ростелеком";Камчатский край;7707049388
991;5534000;5538999;5000;ПАО "Ростелеком";Приморский край;7707049388
991;5539000;5539999;1000;ПАО "Ростелеком";Сахалинская обл.;7707049388
991;5540000;5540999;1000;ПАО "Ростелеком";Еврейская автономная обл.;7707049388
991;5541000;5542999;2000;ПАО "Ростелеком";Удмуртская Республика;7707049388
991;5543000;5549999;7000;ПАО "Ростелеком";Чувашская Республика;7707049388
991;5550000;5550999;1000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область;7723613650
991;5551000;5551999;1000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область;7723613650
991;5552000;5552999;1000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область;7723613650
991;5553000;5553999;1000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область;7723613650
991;5554000;5554999;1000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область;7723613650
991;5555000;5557499;2500;ООО "Спринт";г. Москва * Московская область;7723613650
991;5557500;5558499;1000;ООО "Спринт";г. Санкт-Петербург * Ленинградская область;7723613650
991;5558500;5559999;1500;ООО "Спринт";Краснодарский край;7723613650
991;5560000;6599999;1040000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
991;6600000;6669999;70000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;6670000;6679999;10000;ПАО "Ростелеком";Республика Татарстан;7707049388
991;6680000;6720999;41000;ПАО "Ростелеком";Мурманская обл.;7707049388
991;6721000;6819999;99000;ПАО "Ростелеком";г. Санкт-Петербург * Ленинградская область;7707049388
991;6820000;7769999;950000;ООО "Т2 Мобайл";г. Москва и Московская область;7743895280
991;7770000;7779999;10000;ООО "Спринт";г. Москва * Московская область;7723613650
991;7793799;7793998;200;ООО "МиАТел";г. Санкт-Петербург * Ленинградская область;7841482919
991;7794000;7799999;6000;ПАО "Ростелеком";Республика Алтай;7707049388
991;7800000;7805999;6000;ПАО "Ростелеком";Астраханская обл.;7707049388
991;7806000;7813999;8000;ПАО "Ростелеком";Кабардино-Балкарская Республика;7707049388
991;7814000;7817999;4000;ПАО "Ростелеком";Республика Калмыкия;7707049388
991;7818000;7819999;2000;ПАО "Ростелеком";Карачаево-Черкесская Республика;7707049388
991;7820000;7821999;2000;ПАО "Ростелеком";Республика Дагестан;7707049388
991;7822000;7823999;2000;ПАО "Ростелеком";Республика Ингушетия;7707049388
991;7824000;7829999;6000;ПАО "Ростелеком";Республика Северная Осетия - Алания;7707049388
991;7830000;7849999;20000;ПАО "Ростелеком";Ставропольский край;7707049388
991;7850000;7851999;2000;ПАО "Ростелеком";Чеченская Республика;7707049388
991;7852000;7859999;8000;ПАО "Ростелеком";Забайкальский край;7707049388
991;7860000;7899999;40000;ПАО "Ростелеком";г. Москва * Московская область;7707049388
991;7900000;7909999;10000;ПАО "Ростелеком";Республика Татарстан;7707049388
991;7910000;7929999;20000;ПАО "Ростелеком";Кировская обл.;7707049388
991;7930000;7934999;5000;ПАО "Ростелеком";Нижегородская обл.;7707049388
991;7935000;7944999;10000;ПАО "Ростелеком";Оренбургская обл.;7707049388
991;7945000;7954999;10000;ПАО "Ростелеком";Пензенская обл.;7707049388
991;7955000;7959999;5000;ПАО "Ростелеком";Самарская обл.;7707049388
991;7960000;7964999;5000;ПАО "Ростелеком";Саратовская обл.;7707049388
991;7965000;7974999;10000;ПАО "Ростелеком";Ульяновская обл.;7707049388
991;7975000;7984999;10000;ПАО "Ростелеком";Республика Марий Эл;7707049388
991;7985000;7994999;10000;ПАО "Ростелеком";Республика Мордовия;7707049388
991;7995000;7999999;5000;ПАО "Ростелеком";Удмуртская Республика;7707049388
991;8000000;8066999;67000;ПАО "Ростелеком";Свердловская обл.;7707049388
991;8067000;8191999;125000;ПАО "Ростелеком";Пермский край;7707049388
991;8192000;8214999;23000;ПАО "Ростелеком";Ханты - Мансийский - Югра АО;7707049388
991;8215000;8220999;6000;ПАО "Ростелеком";Забайкальский край;7707049388
991;8221000;8226999;6000;ПАО "Ростелеком";Амурская обл.;7707049388
991;8227000;8228999;2000;ПАО "Ростелеком";Чукотский АО;7707049388
991;8229000;8242999;14000;ПАО "Ростелеком";Хабаровский край;7707049388
991;8243000;8250999;8000;ПАО "Ростелеком";Республика Саха /Якутия/;7707049388
